a_count,a_score,actor1,actor2,actor3,box_office,c_count,c_score,date,genre,mp_rating,runtime,titles,year
,,,,,,,,,,,,,
"
        ,
        3,465",73%,"
                Cosimo Rega","
                Salvatore Striano","
                Giovanni Arcuri",,43,91,6-Feb-13,"
                        Art House & International,
                        Documentary,
                        Drama,
                        Musical & Performing Arts,
                        Special Interest",NR,"
                    76 minutes
                ","
                Caesar Must Die",-2013
,,,,,,,,,,,,,
"
        ,
        1,588",65%,"
                Tashiana R. Washington","
                Ty Hickson","
                Meeko Gattuso","$97,768 ",62,91,22-Mar-13,"
                        Drama",NR,"
                    81 minutes
                ","
                Gimme The Loot",-2013
,,,,,,,,,,,,,
"
        ,
        9,701",75%,"
                Bradley Manning","
                James Ball","
                Michael Hayden","$158,932 ",72,91,24-May-13,"
                        Documentary,
                        Special Interest","R (for some disturbing violent images, language and sexual material)","
                    130 minutes
                ","
                We Steal Secrets: The Story Of Wikileaks",-2013
,,,,,,,,,,,,,
"
        ,
        157,855",82%,"
                Vera Farmiga","
                Patrick Wilson","
                Ron Livingston","$137,387,272 ",175,86,19-Jul-13,"
                        Horror,
                        Mystery & Suspense",R (for sequences of disturbing violence and terror),"
                    112 minutes
                ","
                The Conjuring",-2013
,,,,,,,,,,,,,
"
        ,
        2,302",69%,"
                Tahar Rahim","
                Niels Arestrup","
                Émilie Dequenne","$5,500 ",39,93,2-Aug-13,"
                        Art House & International,
                        Drama",G,"
                    111 minutes
                ","
                Our Children",-2013
,,,,,,,,,,,,,
"
        ,
        733",66%,"
                Danai Gurira","
                Isaach De Bankolé","
                Yaya DaCosta","$145,442 ",39,93,13-Sep-13,"
                        Drama","R (for sexuality, some language and a disturbing image)","
                    107 minutes
                ","
                Mother Of George",-2013
,,,,,,,,,,,,,
"
        ,
        2,116",81%,"
                Cosmina Stratan","
                Cristina Flutur","
                Valeriu Andriuta","$71,701 ",88,91,8-Mar-13,"
                        Art House & International,
                        Drama",NR,"
                    155 minutes
                ","
                Beyond The Hills",-2013
,,,,,,,,,,,,,
"
        ,
        8,107",81%,"
                James Cromwell","
                Geneviève Bujold","
                Rick Roberts","$1,154,466 ",57,93,12-Jul-13,"
                        Drama",PG-13 (for some thematic elements and brief sensuality/partial nudity),"
                    102 minutes
                ","
                Still Mine",-2013
,,,,,,,,,,,,,
"
        ,
        15,264",80%,"
                Toni Servillo","
                Carlo Verdone","
                Sabrina Ferilli",,106,91,15-Nov-13,"
                        Comedy,
                        Drama",NR,"
                    142 minutes
                ","
                The Great Beauty",-2013
,,,,,,,,,,,,,
"
        ,
        5,255",85%,"
                Bobby Hackney, Sr.","
                Dannis Hackney","
                David Hackney","$125,856 ",45,94,13-Aug-13,"
                        Documentary,
                        Musical & Performing Arts",NR,"
                    98 minutes
                ","
                A Band Called Death",-2013
,,,,,,,,,,,,,
"
        ,
        2,534",77%,"
                Louis Koo","
                Honglei Sun","
                Yi Huang","$66,221 ",47,94,26-Jul-13,"
                        Art House & International,
                        Special Interest","R (for strong violence, drug content and language)","
                    105 minutes
                ","
                Drug War",-2013
,,,,,,,,,,,,,
"
        ,
        3,841",74%,"
                Tao Zhao","
                Wang Baoqiang","
                Jiang Wu",,70,93,4-Oct-13,"
                        Drama",NR,"
                    125 minutes
                ","
                A Touch of Sin",-2013
,,,,,,,,,,,,,
"
        ,
        13,241",76%,"
                Chris O'Dowd","
                Deborah Mailman","
                Jessica Mauboy","$2,400,000 ",122,91,22-Mar-13,"
                        Comedy,
                        Drama,
                        Musical & Performing Arts","PG-13 (for sexuality, a scene of war violence, some language, thematic elements and smoking)","
                    98 minutes
                ","
                The Sapphires",-2013
,,,,,,,,,,,,,
"
        ,
        5,157",78%,"
                Rachel Mwanza","
                Alain Bastien","
                Serge Kanyinda","$28,620 ",59,94,1-Mar-13,"
                        Drama",NR,"
                    90 minutes
                ","
                War Witch",-2013
,,,,,,,,,,,,,
"
        ,
        2,210",60%,"
                Bobby Sommer","
                Mary Margaret O'Hara","
                Ela Piplits","$124,184 ",61,94,28-Jun-13,"
                        Drama",NR,"
                    106 minutes
                ","
                Museum Hours",-2013
,,,,,,,,,,,,,
"
        ,
        20,975",71%,"
                Lake Bell","
                Fred Melamed","
                Rob Corddry","$2,041,184 ",108,92,9-Aug-13,"
                        Comedy,
                        Drama",R (for language including some sexual references),"
                    91 minutes
                ","
                In a World...",-2013
,,,,,,,,,,,,,
"
        ,
        312,019",90%,"
                Chris Pine","
                Zachary Quinto","
                Zoe Saldana","$228,756,232 ",231,86,16-May-13,"
                        Science Fiction & Fantasy",PG-13 (for intense sequences of sci-fi action and violence),"
                    131 minutes
                ","
                Star Trek Into Darkness",-2013
,,,,,,,,,,,,,
"
        ,
        23,475",85%,"
                Léa Seydoux","
                Adèle Exarchopoulos","
                Salim Kechiouche","$46,024,509 ",158,90,25-Oct-13,"
                        Drama",NC17 (for explicit sexual content),"
                    187 minutes
                ","
                Blue Is The Warmest Color",-2013
,,,,,,,,,,,,,
"
        ,
        904",85%,"
                LeRoy Carhart","
                Warren Hern","
                Susan Robinson","$66,275 ",52,95,20-Sep-13,"
                        Documentary,
                        Drama,
                        Special Interest","PG-13 (for mature thematic material involving abortion, and brief strong language)","
                    85 minutes
                ","
                After Tiller",-2013
